molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4550251,Cc1ccc(C)n1-c1cnccc1C(=O)O,6800000.0
CHEMBL4588143,Cc1ccc(C)n1-c1cccc(C(=O)c2ccccc2)c1C(=O)O,94700.0
CHEMBL4527205,Cc1c2ccccc2c(C)n1-c1ccccc1C(=O)O,57800.0
CHEMBL4529346,Cc1c(C)c(C)n(-c2ccccc2C(=O)O)c1C,83400.0
CHEMBL4562367,Cc1c(C)c(C)n(-c2ccc(C(=O)O)c(O)c2)c1C,96400.0
CHEMBL4573457,Cc1ccc(-c2ccc(-n3c(C)ccc3C)c(C(=O)O)c2)cc1,941000.0
CHEMBL4558120,CC(=O)OCOC(=O)c1ccccc1-n1cccc1,150000.0
CHEMBL4554119,CC(=O)OCOC(=O)c1ccccc1N1CCOCC1,2480000.0
CHEMBL686,Cc1cccc(Nc2ccccc2C(=O)O)c1C,403000.0
CHEMBL375971,CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,43400.0
CHEMBL4582400,CN1CCN(c2ccccc2C(=O)O)CC1,346000.0
CHEMBL4518419,Cc1ccc(C)n1-c1cc(C(=O)O)ccc1C(=O)O,788.0
CHEMBL4528956,CC(=O)OCOC(=O)c1ccc(Cl)cc1-n1c(C)ccc1C,206000.0
CHEMBL4584226,COc1cc(C(=O)OCOC(C)=O)c(-n2c(C)ccc2C)cc1OC,94600.0
CHEMBL4544865,Cc1ccc(C)n1-c1ccccc1-c1nnn[nH]1,151000.0
CHEMBL4549833,Cc1ccc(C)n1-c1ccc(C(=O)O)c([N+](=O)[O-])c1,155000.0
CHEMBL4560523,Cc1ccc(C)n1-c1cc(C(=O)N2CCc3ccc(C(=O)O)cc3C2)ccc1C(=O)O,343.0
CHEMBL4562525,Cc1ccc(C)n1-c1cc(C(=O)NNC(=O)c2cccc(C(=O)O)c2)ccc1C(=O)O,1890.0
CHEMBL4573045,Cc1ccccc1N1CCN(C(=O)c2ccc(C(=O)O)c(-n3c(C)ccc3C)c2)CC1,10000.0
CHEMBL4561829,Cc1ccc(C)n1-c1ccccc1C(=O)NS(C)(=O)=O,10000.0
CHEMBL4562506,Cc1ccc(C)n1-c1cccnc1C(=O)O,1000.0
CHEMBL4588981,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(c3cccc(O)c3)CC2)ccc1C(=O)O,1000.0
CHEMBL4533829,COC(=O)c1ccc(C(=O)NNC(=O)OC(C)(C)C)cc1-n1c(C)ccc1C,100000.0
CHEMBL4569325,COc1ccc(C2CCCN(C(=O)c3ccc(C(=O)O)c(-n4c(C)ccc4C)c3)C2)cc1,10000.0
CHEMBL4561556,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccc(C(=O)NS(C)(=O)=O)cc3)C2)ccc1C(=O)NS(C)(=O)=O,100000.0
CHEMBL4483821,Cc1ccc(C)n1-c1ncccc1C(=O)NS(C)(=O)=O,100000.0
CHEMBL4533752,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccccc3)C2)ccc1C(=O)O,10000.0
CHEMBL4526749,COc1cccc(C2CCCN(C(=O)c3ccc(C(=O)O)c(-n4c(C)ccc4C)c3)C2)c1,1000.0
CHEMBL4564403,Cc1ccc(C)n1-c1ccccc1C(=O)NS(=O)(=O)C1CC1,100000.0
CHEMBL4557769,Cc1ccc(C)n1-c1ccccc1C(=O)NS(=O)(=O)c1ccccc1,100000.0
CHEMBL4581487,Cc1ccc(C(F)(F)F)n1-c1ccccc1C(=O)O,100000.0
CHEMBL4592572,Cc1ccc(C)n1-c1cc(CNCc2ccc(C(=O)O)cc2)ccc1C(=O)O,1000.0
CHEMBL4560879,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(c3cccnc3)CC2)ccc1C(=O)O,100000.0
CHEMBL4537983,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(c3cccc(C(=O)O)c3)CC2)ccc1C(=O)O,1000.0
CHEMBL4575641,Cc1ccc(C)n1-c1cc(CNCc2cccc(C(=O)O)c2)ccc1C(=O)O,1000.0
CHEMBL4513297,O=C(O)c1ccccc1-n1c(Br)ccc1C(F)(F)F,10000.0
CHEMBL4483581,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(c3ccccc3C(=O)O)CC2)ccc1C(=O)O,1000.0
CHEMBL4564656,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(c3ccc(C(=O)O)cc3)CC2)ccc1C(=O)O,1000.0
CHEMBL4515132,Cc1ccccc1C1CCCN(C(=O)c2ccc(C(=O)O)c(-n3c(C)ccc3C)c2)C1,100000.0
CHEMBL4568954,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccc(Cl)cc3)C2)ccc1C(=O)O,10000.0
CHEMBL4573087,Cc1ccc(C)n1-c1cc(C(=O)N2CCC=C(c3ccc(C(=O)O)cc3)C2)ccc1C(=O)O,10000.0
CHEMBL4581563,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccccc3C(=O)O)C2)ccc1C(=O)O,1000.0
CHEMBL4581045,Cc1ccc(C)n1-c1cc(C(=O)N2CCC=C(c3cccc(C(=O)O)c3)C2)ccc1C(=O)O,10000.0
CHEMBL4514773,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccc(C(=O)NS(C)(=O)=O)cc3)C2)ccc1C(=O)O,1000.0
CHEMBL4569521,Cc1ccc(C)n1-c1cc(-c2nnc(-c3ccc(C(=O)O)cc3)o2)ccc1C(=O)O,10000.0
CHEMBL4588077,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccccc3O)C2)ccc1C(=O)O,10000.0
CHEMBL4551916,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccc(CC(=O)O)cc3)C2)ccc1C(=O)O,1000.0
CHEMBL4541408,CC(C)O.CC(C)O.Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccc(C(=O)O)cc3)C2)ccc1C(=O)O,10000.0
CHEMBL4528401,COC(=O)c1ccc(C(=O)NN)cc1-n1c(C)ccc1C,100000.0
CHEMBL4572985,Cc1cccc(C2CCCN(C(=O)c3ccc(C(=O)O)c(-n4c(C)ccc4C)c3)C2)c1,10000.0
CHEMBL4559501,COc1ccccc1C(=O)N1CCN(C(=O)c2ccc(C(=O)O)c(-n3c(C)ccc3C)c2)CC1,100000.0
CHEMBL4578907,Cc1ccc(C)n1-c1cc(Br)ccc1C(=O)NS(C)(=O)=O,100000.0
CHEMBL4532617,Cc1cnc(C(=O)N2CCN(C(=O)c3ccc(C(=O)O)c(-n4c(C)ccc4C)c3)CC2)cn1,10000.0
CHEMBL4564482,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(C(=O)c3cccnc3)CC2)ccc1C(=O)O,10000.0
CHEMBL4566938,Cc1ccc(C)n1-c1cc(C(=O)N2C[C@H](c3ccccc3)[C@@H](O)C2)ccc1C(=O)O,10000.0
CHEMBL4533706,COc1ccc(C(=O)N2CCN(C(=O)c3ccc(C(=O)O)c(-n4c(C)ccc4C)c3)CC2)cc1,10000.0
CHEMBL4555437,Cc1ccc(C)n1-c1cc(-c2nnc(-c3ccc(OCc4ccccc4)c(OCc4ccccc4)c3OCc3ccccc3)o2)ccc1C(=O)O,1000.0
CHEMBL4517903,COc1cccc(C(=O)N2CCN(C(=O)c3ccc(C(=O)O)c(-n4c(C)ccc4C)c3)CC2)c1,10000.0
CHEMBL4538727,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccc(C(=O)O)cc3)C2)ccc1C(=O)NS(C)(=O)=O,10000.0
CHEMBL4539299,Cc1ccc(C)n1-c1cc(-c2nnc(-c3cccc(C(=O)NS(C)(=O)=O)c3)o2)ccc1C(=O)O,10000.0
CHEMBL4530625,Cc1ccc(C)n1-c1cc(C(=O)O)ccc1C(=O)NS(C)(=O)=O,10000.0
CHEMBL4554374,Cc1ccc(C)n1-c1cc(-c2nnc(-c3ccc(O)c(O)c3O)o2)ccc1C(=O)O,1000.0
CHEMBL4588274,COc1cccc([C@H]2CN(C(=O)c3ccc(C(=O)O)c(-n4c(C)ccc4C)c3)C[C@@H]2O)c1,100000.0
CHEMBL4550502,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(C(=O)c3cncc(F)c3)CC2)ccc1C(=O)O,10000.0
CHEMBL4584727,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccc(C(=O)O)cc3)C2)ccc1C(=O)O,1000.0
CHEMBL4555382,Cc1ccc(C)n1-c1cc(-c2nnc(-c3cccc(C(=O)O)c3)o2)ccc1C(=O)O,10000.0
CHEMBL4526765,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3cccc(C(=O)O)c3)C2)ccc1C(=O)O,1000.0
CHEMBL4483404,CC(C)N1CCc2c(sc(NC(=O)CCNCc3cnn(C)c3)c2-c2nc3ccccc3s2)C1,300.0
CHEMBL4538583,CC(NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2)c1ccncc1,1000.0
CHEMBL4539866,CC(C)N1CCc2c(sc(NC(=O)CCNCCc3cccnc3)c2-c2nc3ccccc3s2)C1,300.0
CHEMBL4556982,CC(C)N1CCc2c(sc(NC(=O)CCN3CCc4ccccc4C3)c2-c2nc3ccccc3s2)C1,10000.0
CHEMBL4557526,CC(C)N1CCc2c(sc(NC(=O)CCNc3cccnc3)c2-c2nc3ccccc3s2)C1,1000.0
CHEMBL4542868,CC(C)N1CCc2c(sc(NC(=O)CCN3CCOCC3)c2-c2nc3ccccc3s2)C1,300.0
CHEMBL4578057,CC(C)N1CCc2c(sc(NC(=O)CCN(C)C)c2-c2nc3ccccc3s2)C1,300.0
CHEMBL4519092,CNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4529856,CC(C)N1CCc2c(sc(NC(=O)CCN3CCN(C)CC3)c2-c2nc3ccccc3s2)C1,300.0
CHEMBL4548442,CC(C)N1CCc2c(sc(NC(=O)CCNCCc3ccccc3Cl)c2-c2nc3ccccc3s2)C1,10000.0
CHEMBL4589012,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4533194,CCN(CC)CCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4514024,CC(C)N1CCc2c(sc(NC(=O)CCNc3ccccc3)c2-c2nc3ccccc3s2)C1,10000.0
CHEMBL4525011,CC(C)N1CCc2c(sc(NC(=O)CCNc3cccc(O)c3)c2-c2nc3ccccc3s2)C1,1000.0
CHEMBL4580976,COc1cccc(NCCC(=O)Nc2sc3c(c2-c2nc4ccccc4s2)CCN(C(C)C)C3)c1,1000.0
CHEMBL4526520,CC(C)N1CCc2c(sc(NC(=O)CCNc3cccc(F)c3)c2-c2nc3ccccc3s2)C1,10000.0
CHEMBL4562811,CC(C)N1CCc2c(sc(NC(=O)CCNCc3ccccc3)c2-c2nc3ccccc3s2)C1,1000.0
CHEMBL4514208,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4565575,CC(C)N1CCc2c(sc(NC(=O)CCNc3ccc(-c4nnn[nH]4)cc3)c2-c2nc3ccccc3s2)C1,10000.0
CHEMBL4561472,Cc1cc(C)c(CNCCC(=O)Nc2sc3c(c2-c2nc4ccccc4s2)CCN(C(C)C)C3)c(=O)[nH]1,1000.0
CHEMBL4527752,CC(C)N1CCc2c(sc(NC(=O)CCNCCCOCCOCCOCCCN)c2-c2nc3ccccc3s2)C1,300.0
CHEMBL4560135,CCC(C)N(CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2)C(=O)OC(C)(C)C,10000.0
CHEMBL4569286,CCC(C)N(C)CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4571081,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)CCNC2,300.0
CHEMBL4553887,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4520715,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)CCNC2,300.0
CHEMBL4579332,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4542779,CC(C)N1CCc2c(sc(NC(=O)CCNC(C)(C)C)c2-c2nc3ccccc3s2)C1,300.0
CHEMBL4583984,CNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4589365,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4535977,CN(C)CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4584303,CC(C)(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4542481,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4551541,CC(C)N1CCc2c(sc(NC(=O)CCN3C(=O)C=CC3=O)c2-c2nc3ccccc3s2)C1,10000.0
CHEMBL4540840,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4556771,CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4537367,O=C(CCNCCc1cccnc1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,1000.0
CHEMBL4578552,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C1COC1)C2,1000.0
CHEMBL4546842,CCOC(=O)CNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4563877,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(Br)ccc3s1)CCNC2,300.0
CHEMBL4573888,CC[C@@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4546218,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)CCN(C(C)C)C2,300.0
CHEMBL4554435,Cc1cn(-c2ccc3sc(-c4c(NC(=O)CCNC(C)C)sc5c4CCNC5)nc3c2)cn1,300.0
CHEMBL4522178,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccnc4)ccc3s1)CCNC2,300.0
CHEMBL4535843,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cn[nH]c4)ccc3s1)CCNC2,300.0
CHEMBL4561151,CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)CCNC2,300.0
CHEMBL4579930,CC[C@@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4524383,CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4564821,CC(C)N1CCc2c(sc(NC(=O)CCNCc3cn[nH]c3)c2-c2nc3ccccc3s2)C1,300.0
CHEMBL4555194,CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)CCNC2.Cl,300.0
CHEMBL4540398,NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4567509,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C4CCCCC4)ccc3s1)CCNC2,10000.0
CHEMBL4516312,Cc1noc(C)c1-c1ccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc2c1,1000.0
CHEMBL4543619,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)CCNC2,300.0
CHEMBL4589963,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(C)c4)ccc3s1)CCNC2,300.0
CHEMBL4567750,Cc1cc(-c2ccc3sc(-c4c(NC(=O)CCNC(C)C)sc5c4CCNC5)nc3c2)n(C)n1,300.0
CHEMBL4531118,Cc1nn(C)cc1-c1ccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc2c1,300.0
CHEMBL4591712,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C4=CCOCC4)ccc3s1)CCNC2,300.0
CHEMBL4589548,O=C(O)CNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4580313,O=C(CCNCc1cn[nH]c1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4528059,CC(C)N1CCc2c(sc(NC(=O)CCNCC(=O)O)c2-c2nc3ccccc3s2)C1,300.0
CHEMBL4580199,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccccc4)ccc3s1)CCNC2,300.0
CHEMBL4541571,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C4=CCNCC4)ccc3s1)CCNC2,300.0
CHEMBL4592180,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C#N)ccc3s1)CCNC2,300.0
CHEMBL4593332,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-n4cnc(Cl)c4)ccc3s1)CCNC2,300.0
CHEMBL4589758,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4nn[nH]n4)ccc3s1)CCNC2,300.0
CHEMBL4524884,COc1ccc(-c2ccc3sc(-c4c(NC(=O)CCNC(C)C)sc5c4CCNC5)nc3c2)cc1,300.0
CHEMBL4555767,COc1cccc(-c2ccc3sc(-c4c(NC(=O)CCNC(C)C)sc5c4CCNC5)nc3c2)c1,1000.0
CHEMBL4550536,COc1ccccc1-c1ccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc2c1,1000.0
CHEMBL4519109,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-n4ccnc4)ccc3s1)CCNC2.Cl.Cl,300.0
CHEMBL4560831,CC[C@@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)CCNC2,300.0
CHEMBL4526202,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-n4cnc(C)c4)ccc3s1)CCNC2,300.0
CHEMBL4564295,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(S(C)(=O)=O)cc4)ccc3s1)CCNC2,300.0
CHEMBL4520343,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnn(C)c4)cc3s1)CCNC2,300.0
CHEMBL4557429,CC(=O)Nc1ccc(-c2ccc3sc(-c4c(NC(=O)CCNC(C)C)sc5c4CCNC5)nc3c2)cc1,300.0
CHEMBL4541533,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(C)c4)ccc3s1)CCNC2,300.0
CHEMBL4580161,CC[C@@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)CCNC2,300.0
CHEMBL4583977,Cc1cn(-c2ccc3nc(-c4c(NC(=O)CCNC(C)C)sc5c4CCNC5)sc3c2)cn1,300.0
CHEMBL4590995,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-n4cncn4)ccc3s1)CCNC2,300.0
CHEMBL4534327,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(O)cc4)ccc3s1)CCNC2,300.0
CHEMBL4588062,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)CCNC2,300.0
CHEMBL4518030,O=C(CCNCc1c[nH]cn1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4592852,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CC[N+](C)(C(C)C)C2,300.0
CHEMBL4578035,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccncc4)cc3s1)CCNC2,300.0
CHEMBL4483340,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccnc4)cc3s1)CCNC2,300.0
CHEMBL4575303,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccc(C4=CCNCC4)cc3s1)CCNC2,300.0
CHEMBL4534987,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@H](C)N[C@@H]2C,300.0
CHEMBL4575696,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@@H](C)N[C@@H]2C,300.0
CHEMBL4554855,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@@H](C)N[C@H]2C,1000.0
CHEMBL4533560,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@H](C)N[C@H]2C,1000.0
CHEMBL4582300,CCC(=O)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,1000.0
CHEMBL4526094,CCC(C)N(CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2)C(C)=O,1000.0
CHEMBL4532492,CCC(C)NCCC(=O)N(C)c1sc2c(c1-c1nc3ccccc3s1)CCNC2,1000.0
CHEMBL4585493,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(N4CCOCC4)ccc3s1)CCNC2,300.0
CHEMBL4536332,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3o1)CCNC2,300.0
CHEMBL4549564,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(N4CCS(=O)(=O)CC4)ccc3s1)CCNC2,300.0
CHEMBL4544519,O=C(CC1CCCN1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4524662,O=C(CC1COCCN1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4513904,O=C(Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2)C1CNC1,300.0
CHEMBL4539679,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)CCNC2,300.0
CHEMBL4561442,COCCN(CCOC)CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,10000.0
CHEMBL4529956,O=C(CCNCCO)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,300.0
CHEMBL4553733,Cc1cccc2oc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc12.Cl.Cl,300.0
CHEMBL4522160,COCCNCCC(=O)Nc1sc2c(c1-c1nc3c(C)cccc3o1)CCNC2,300.0
CHEMBL4551569,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CC1CCC2N1,1000.0
CHEMBL4515046,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(C)ccc3s1)CCNC2,300.0
CHEMBL4571236,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CC(C)NC2C,300.0
CHEMBL4574800,COc1ccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc2c1,300.0
CHEMBL4542453,COc1ccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc2c1Cl,300.0
CHEMBL4577846,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(F)cc3s1)CCNC2,300.0
CHEMBL4566753,CCC(C)N(CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(CCNC(=O)C(F)(F)F)C2)C(C)=O,10000.0
CHEMBL4529516,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(=O)O)ccc3s1)CCNC2,300.0
CHEMBL4554489,C=Cc1ccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc2c1,300.0
CHEMBL4593417,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(=O)N(C)C)ccc3s1)CCNC2,300.0
CHEMBL4514150,COCCNC(=O)c1ccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc2c1,300.0
CHEMBL4541352,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(=O)N4CCN(C)CC4)ccc3s1)CCNC2,300.0
CHEMBL4564096,CC(C)NCCC(=O)N(C)c1sc2c(c1-c1nc3cc(-c4cnn(C)c4)ccc3s1)CCNC2,10000.0
CHEMBL4561382,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C4=CCN(S(C)(=O)=O)CC4)ccc3s1)CCNC2,300.0
CHEMBL4593297,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cncc(F)c4)cc3s1)CCNC2,300.0
CHEMBL4572339,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(N5CCOCC5)nc4)cc3s1)CCNC2,10000.0
CHEMBL4517860,CCOc1ccc(-c2ccc3sc(-c4c(NC(=O)CCNCCOC)sc5c4CCNC5)nc3c2)cn1,300.0
CHEMBL4515267,CCOc1ccc(-c2ccc3nc(-c4c(NC(=O)CCNCCOC)sc5c4CCNC5)sc3c2)cn1,1000.0
CHEMBL4561513,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(OC)c(OC)c4)ccc3s1)CCNC2,10000.0
CHEMBL4519814,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccc(C(=O)N(C)C)c4)cc3s1)CCNC2,300.0
CHEMBL4525945,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc5c(c4)OCO5)cc3s1)CCNC2,10000.0
CHEMBL4584193,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(C(=O)N5CCOCC5)cc4)ccc3s1)CCNC2,300.0
CHEMBL4515243,CNS(=O)(=O)c1cccc(-c2ccc3sc(-c4c(NC(=O)CCNCCOC)sc5c4CCNC5)nc3c2)c1,300.0
CHEMBL4567821,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(N5CCNCC5)nc4)ccc3s1)CCNC2,300.0
CHEMBL4565749,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cncc(F)c4)ccc3s1)CCNC2,300.0
CHEMBL4557780,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccc(C#N)c4)ccc3s1)CCNC2,300.0
CHEMBL4548456,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cn[nH]c4)cc3s1)CCNC2,300.0
CHEMBL4546830,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(F)nc4F)ccc3s1)CCNC2,300.0
CHEMBL4539003,CCOc1ncccc1-c1ccc2nc(-c3c(NC(=O)CCNCCOC)sc4c3CCNC4)sc2c1,10000.0
CHEMBL4521872,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccnc(NC(C)=O)c4)ccc3s1)CCNC2,300.0
CHEMBL4589755,CNC(=O)Nc1ccc(-c2ccc3nc(-c4c(NC(=O)CCNCCOC)sc5c4CCNC5)sc3c2)cc1,1000.0
CHEMBL4529635,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(C)c(C#N)c4)cc3s1)CCNC2,10000.0
CHEMBL4591152,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnc(N)nc4)ccc3s1)CCNC2,300.0
CHEMBL4539400,CNC(=O)Nc1ccc(-c2ccc3sc(-c4c(NC(=O)CCNCCOC)sc5c4CCNC5)nc3c2)cc1,1000.0
