molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4548953,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccnc4OC)cc3s1)CCNC2,1000.0
CHEMBL4513508,CNS(=O)(=O)c1cccc(-c2ccc3nc(-c4c(NC(=O)CCNCCOC)sc5c4CCNC5)sc3c2)c1,300.0
CHEMBL4576917,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cncc(OC)c4)ccc3s1)CCNC2,300.0
CHEMBL4551129,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc5cnn(C)c5c4)ccc3s1)CCNC2,300.0
CHEMBL4560877,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4c[nH]nc4C)cc3s1)CCNC2,300.0
CHEMBL4582354,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccc(S(N)(=O)=O)c4)cc3s1)CCNC2,300.0
CHEMBL4541755,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4c(C)n[nH]c4C)ccc3s1)CCNC2,1000.0
CHEMBL4569973,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4c(C)n[nH]c4C)cc3s1)CCNC2,10000.0
CHEMBL4561699,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cc(C)[nH]n4)cc3s1)CCNC2,300.0
CHEMBL4585662,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cncc(OCCOC)c4)cc3s1)CCNC2,10000.0
CHEMBL4529224,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccc(C#N)c4)cc3s1)CCNC2,1000.0
CHEMBL4579622,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnn(C(C)C)c4)cc3s1)CCNC2,300.0
CHEMBL4545809,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccccc4S(C)(=O)=O)cc3s1)CCNC2,10000.0
CHEMBL4579080,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cncc(C(F)(F)F)c4)ccc3s1)CCNC2,300.0
CHEMBL4526764,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cc[nH]n4)cc3s1)CCNC2,300.0
CHEMBL4533996,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc5c(c4)NC(=O)CO5)cc3s1)CCNC2,10000.0
CHEMBL4542456,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccnc(C)c4)cc3s1)CCNC2,300.0
CHEMBL4532903,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(C(=O)N(C)C)cc4F)ccc3s1)CCNC2,300.0
CHEMBL4518226,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3s1)CCNC2,300.0
CHEMBL4515044,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccncc4C)cc3s1)CCNC2,10000.0
CHEMBL4574013,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(OC)nc4C)ccc3s1)CCNC2,10000.0
CHEMBL4541890,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnccc4OC)cc3s1)CCNC2,10000.0
CHEMBL4543536,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4C)ccc3s1)CCNC2,1000.0
CHEMBL4540945,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(C)nc4)cc3s1)CCNC2,300.0
CHEMBL4589734,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc5ncnn5c4)cc3s1)CCNC2,1000.0
CHEMBL4538399,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccnc4C)ccc3s1)CCNC2,1000.0
CHEMBL4593918,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc5ncccc5c4)ccc3s1)CCNC2,10000.0
CHEMBL4585179,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(O)nc4)cc3s1)CCNC2,300.0
CHEMBL4578075,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4c(C)nn(C)c4C)ccc3s1)CCNC2,1000.0
CHEMBL4569450,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnc(N5CCOCC5)nc4)cc3s1)CCNC2,10000.0
CHEMBL4534523,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnc(N)c(C(F)(F)F)c4)cc3s1)CCNC2,10000.0
CHEMBL4545941,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccc(C(=O)N5CCN(C)CC5)c4)ccc3s1)CCNC2,1000.0
CHEMBL4513912,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccnc(OC)c4)cc3s1)CCNC2,300.0
CHEMBL4570350,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(Cc5ccccc5)c4)ccc3s1)CCNC2,1000.0
CHEMBL4513596,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccnc4OC)ccc3s1)CCNC2,10000.0
CHEMBL4537109,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnc(OC)c(OC)c4)ccc3s1)CCNC2,1000.0
CHEMBL4547126,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cncc(C(F)(F)F)c4)cc3s1)CCNC2,10000.0
CHEMBL4583064,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccc5[nH]ncc45)ccc3s1)CCNC2,1000.0
CHEMBL4577217,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(C)nc4OC)cc3s1)CCNC2,10000.0
CHEMBL4587342,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccnc(OC)c4)ccc3s1)CCNC2,300.0
CHEMBL4549996,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnc(OC)c(OC)c4)cc3s1)CCNC2,1000.0
CHEMBL4548449,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccccc4NS(C)(=O)=O)ccc3s1)CCNC2,1000.0
CHEMBL4517842,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(C)c4C)ccc3s1)CCNC2,300.0
CHEMBL4515931,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(C(=O)N(C)C)cc4F)cc3s1)CCNC2,300.0
CHEMBL4560741,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(C#N)nc4)cc3s1)CCNC2,300.0
CHEMBL4531133,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccccc4S(C)(=O)=O)ccc3s1)CCNC2,10000.0
CHEMBL4565778,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4Cl)ccc3s1)CCNC2,10000.0
CHEMBL4559023,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccc(C(=O)N(C)C)c4)ccc3s1)CCNC2,300.0
CHEMBL4571016,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cncnc4)cc3s1)CCNC2,300.0
CHEMBL4566459,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnc(N5CCOCC5)nc4)ccc3s1)CCNC2,300.0
CHEMBL4535522,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cncc(OC)c4)cc3s1)CCNC2,1000.0
CHEMBL4592303,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccnc4F)cc3s1)CCNC2,10000.0
CHEMBL4552897,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(F)nc4)ccc3s1)CCNC2,300.0
CHEMBL4555056,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(OC(C)C)nc4)cc3s1)CCNC2,10000.0
CHEMBL4551963,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccnc(N)c4)cc3s1)CCNC2,300.0
CHEMBL4524611,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnn(Cc5ccccc5)c4)cc3s1)CCNC2,1000.0
CHEMBL4583624,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4c[nH]nc4C)ccc3s1)CCNC2,300.0
CHEMBL4542692,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnc(OC)nc4)ccc3s1)CCNC2,300.0
CHEMBL4560717,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(C#N)nc4)ccc3s1)CCNC2,300.0
CHEMBL4579925,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccn[nH]4)ccc3s1)CCNC2,300.0
CHEMBL4521374,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccc5cccnc45)cc3s1)CCNC2,10000.0
CHEMBL4551818,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(N5CCOCC5)nc4)ccc3s1)CCNC2,300.0
CHEMBL4565726,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(C(=O)OC)nc4)ccc3s1)CCNC2,300.0
CHEMBL4514502,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc5c(c4)OCO5)ccc3s1)CCNC2,10000.0
CHEMBL4576661,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cncc(C)c4)cc3s1)CCNC2,1000.0
CHEMBL4591866,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccc(S(C)(=O)=O)c4)ccc3s1)CCNC2,300.0
CHEMBL4567329,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc5ncnn5c4)ccc3s1)CCNC2,300.0
CHEMBL4533871,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccc(C(F)(F)F)c4)cc3s1)CCNC2,10000.0
CHEMBL4577009,CNS(=O)(=O)c1ccccc1-c1ccc2sc(-c3c(NC(=O)CCNCCOC)sc4c3CCNC4)nc2c1,10000.0
CHEMBL4532060,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(C)nc4OC)ccc3s1)CCNC2,1000.0
CHEMBL4568726,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccnc4C)cc3s1)CCNC2,10000.0
CHEMBL4531606,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(C)c(C#N)c4)ccc3s1)CCNC2,10000.0
CHEMBL4532611,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccc(S(N)(=O)=O)c4)ccc3s1)CCNC2,300.0
CHEMBL4593372,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccnn4C)cc3s1)CCNC2,1000.0
CHEMBL4528592,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4c(C)nn(C)c4C)cc3s1)CCNC2,10000.0
CHEMBL4536244,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(N5CCN(C)CC5)cc4)ccc3s1)CCNC2,300.0
CHEMBL4566041,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cncc(OCCOC)c4)ccc3s1)CCNC2,300.0
CHEMBL4570938,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccccc4O)cc3s1)CCNC2,10000.0
CHEMBL4575892,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccc5cccnc45)ccc3s1)CCNC2,10000.0
CHEMBL4579964,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc5ncccc5c4)cc3s1)CCNC2,10000.0
CHEMBL4531209,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(C(=O)OC)nc4)cc3s1)CCNC2,1000.0
CHEMBL4534479,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(O)c(F)c4)ccc3s1)CCNC2,10000.0
CHEMBL4573317,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(S(=O)(=O)NC5CC5)cc4)ccc3s1)CCNC2,10000.0
CHEMBL4551278,CNc1ncc2cc(-c3ccc4sc(-c5c(NC(=O)CCNCCOC)sc6c5CCNC6)nc4c3)ccc2n1,10000.0
CHEMBL4550889,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(O)c(F)c4)cc3s1)CCNC2,10000.0
CHEMBL4566478,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccccc4)ccc3s1)CCNC2,1000.0
CHEMBL4592428,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccnc(N)c4)ccc3s1)CCNC2,300.0
CHEMBL4543052,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccc(NS(C)(=O)=O)c4)ccc3s1)CCNC2,1000.0
CHEMBL4562301,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnc(N)c(C(F)(F)F)c4)ccc3s1)CCNC2,1000.0
CHEMBL4557486,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnn(C)c4C)cc3s1)CCNC2,300.0
CHEMBL4542415,CCOc1ncccc1-c1ccc2sc(-c3c(NC(=O)CCNCCOC)sc4c3CCNC4)nc2c1,1000.0
CHEMBL4578418,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(OC(C)C)nc4)ccc3s1)CCNC2,1000.0
CHEMBL4529860,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(OC)nc4C)cc3s1)CCNC2,10000.0
CHEMBL4566375,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(C(F)(F)F)nc4)cc3s1)CCNC2,10000.0
CHEMBL4540895,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)cc3s1)CCNC2,300.0
CHEMBL4580719,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(S(=O)(=O)NC5CC5)cc4)cc3s1)CCNC2,10000.0
CHEMBL4565897,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cncc(N)c4)ccc3s1)CCNC2,300.0
CHEMBL4532399,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccc(NS(C)(=O)=O)c4)cc3s1)CCNC2,300.0
CHEMBL4554175,CCOC(=O)Cn1cc(-c2ccc3sc(-c4c(NC(=O)CCNCCOC)sc5c4CCNC5)nc3c2)cn1,300.0
CHEMBL4541661,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccncc4Cl)cc3s1)CCNC2,10000.0
CHEMBL4560991,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4c(F)cccc4F)cc3s1)CCNC2,10000.0
CHEMBL4591416,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc5c(c4)NC(=O)C5)ccc3s1)CCNC2,10000.0
CHEMBL4533963,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccnc(C)c4)ccc3s1)CCNC2,300.0
CHEMBL4580641,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cc(F)cnc4OC)cc3s1)CCNC2,10000.0
CHEMBL4540352,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccnc(C(F)(F)F)c4)ccc3s1)CCNC2,300.0
CHEMBL4580049,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccnc(C(F)(F)F)c4)cc3s1)CCNC2,10000.0
CHEMBL4563570,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc5cnn(C)c5c4)cc3s1)CCNC2,10000.0
CHEMBL4555180,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(F)nc4F)cc3s1)CCNC2,10000.0
CHEMBL4538690,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccc(C(F)(F)F)c4)ccc3s1)CCNC2,10000.0
CHEMBL4591381,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccnc(F)c4)cc3s1)CCNC2,300.0
CHEMBL4581713,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc5c(=O)[nH]ccc5c4)ccc3s1)CCNC2,10000.0
CHEMBL4584346,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccnc(F)c4)ccc3s1)CCNC2,300.0
CHEMBL4526463,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(C4=CCNCC4)cc3s1)CCNC2,300.0
CHEMBL4525970,CNS(=O)(=O)c1ccccc1-c1ccc2nc(-c3c(NC(=O)CCNCCOC)sc4c3CCNC4)sc2c1,10000.0
CHEMBL4483367,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cc5ccccc5[nH]4)cc3s1)CCNC2,10000.0
CHEMBL4588883,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(OC)nc4)cc3s1)CCNC2,1000.0
CHEMBL4569615,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccc(C(=O)NCCN(C)C)c4)ccc3s1)CCNC2,300.0
CHEMBL4576422,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccccc4NC(C)=O)ccc3s1)CCNC2,10000.0
CHEMBL4588915,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(C(C)C)c4)ccc3s1)CCNC2,300.0
CHEMBL4534178,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccccc4O)ccc3s1)CCNC2,1000.0
CHEMBL4589481,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cc5ccccc5[nH]4)ccc3s1)CCNC2,10000.0
CHEMBL4516734,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cc5cccc(OC)c5[nH]4)ccc3s1)CCNC2,1000.0
CHEMBL4536378,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnoc4)cc3s1)CCNC2,300.0
CHEMBL4558931,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cncc(N)c4)cc3s1)CCNC2,300.0
CHEMBL4550356,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccnc5[nH]ccc45)cc3s1)CCNC2,10000.0
CHEMBL4574910,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccnc5[nH]ccc45)ccc3s1)CCNC2,1000.0
CHEMBL4586406,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(F)nc4)cc3s1)CCNC2,300.0
CHEMBL4543291,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cc(F)cnc4OC)ccc3s1)CCNC2,1000.0
CHEMBL4549021,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccccc4Cl)cc3s1)CCNC2,10000.0
CHEMBL4583400,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cc5cccc(OC)c5[nH]4)cc3s1)CCNC2,1000.0
CHEMBL4558521,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(OC)c(OC)c4)cc3s1)CCNC2,10000.0
CHEMBL4530064,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccccc4Cl)ccc3s1)CCNC2,1000.0
CHEMBL4540616,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc5c(c4)NC(=O)CO5)ccc3s1)CCNC2,1000.0
CHEMBL4515001,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccccc4NC(C)=O)cc3s1)CCNC2,10000.0
CHEMBL4531295,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnoc4)ccc3s1)CCNC2,300.0
CHEMBL4589225,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cc(C)[nH]n4)ccc3s1)CCNC2,300.0
CHEMBL4531939,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccc5[nH]ncc45)cc3s1)CCNC2,1000.0
CHEMBL4517333,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cncnc4)ccc3s1)CCNC2,300.0
CHEMBL4551509,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(O)nc4)ccc3s1)CCNC2,300.0
CHEMBL4520541,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnc(N)nc4)cc3s1)CCNC2,300.0
CHEMBL4560405,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cncc(C#N)c4)cc3s1)CCNC2,1000.0
CHEMBL4539062,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc5nc(N)ncc5c4)cc3s1)CCNC2,10000.0
CHEMBL4537387,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccnc(NC(C)=O)c4)cc3s1)CCNC2,300.0
CHEMBL4569366,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cncc(C)c4)ccc3s1)CCNC2,300.0
CHEMBL4568518,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccccc4NS(C)(=O)=O)cc3s1)CCNC2,10000.0
CHEMBL4585908,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(OC)nc4)ccc3s1)CCNC2,1000.0
CHEMBL4541669,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccc(C(=O)NCCN(C)C)c4)cc3s1)CCNC2,300.0
CHEMBL4524251,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnccc4C)cc3s1)CCNC2,10000.0
CHEMBL4585056,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnc(OC)nc4)cc3s1)CCNC2,1000.0
CHEMBL4567364,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(C(F)(F)F)nc4)ccc3s1)CCNC2,1000.0
CHEMBL4564159,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(C4=CCNCC4)ccc3s1)CCNC2,300.0
CHEMBL4527262,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc5c(c4)NC(=O)C5)cc3s1)CCNC2,1000.0
CHEMBL4557471,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cncc(C#N)c4)ccc3s1)CCNC2,300.0
CHEMBL4534299,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnccc4C)ccc3s1)CCNC2,1000.0
CHEMBL4532013,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccc(C(=O)N5CCN(C)CC5)c4)cc3s1)CCNC2,300.0
CHEMBL4534996,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(C)nc4)ccc3s1)CCNC2,300.0
CHEMBL4547562,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccnn4C)ccc3s1)CCNC2,300.0
CHEMBL4581234,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccc(N5CCNCC5)nc4)cc3s1)CCNC2,300.0
CHEMBL4572454,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(=O)Nc4ccccc4)ccc3s1)CCNC2,1000.0
CHEMBL4569863,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@@H](C)N[C@H]2C,300.0
CHEMBL4559993,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@H](C)N[C@@H]2C,300.0
CHEMBL4572241,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@H](C)N[C@H]2C,1000.0
CHEMBL4529732,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@@H](C)N[C@@H]2C,1000.0
CHEMBL4529641,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(=O)Nc4cccnc4)ccc3s1)CCNC2,300.0
CHEMBL4580356,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C4=CCN(S(=O)(=O)N(C)C)CC4)ccc3s1)CCNC2,300.0
CHEMBL4522993,CSc1ccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc2c1,300.0
CHEMBL4542806,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(S(C)(=O)=O)ccc3s1)CCNC2,300.0
CHEMBL4559765,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(O)ccc3s1)CCNC2,300.0
CHEMBL4561398,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3c(-c4cnn(C)c4)cccc3s1)CCNC2,300.0
CHEMBL4551934,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3c(Br)cccc3s1)CCNC2,300.0
CHEMBL4555792,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccncc4)cc3s1)C[C@@H](C)N[C@H]2C,300.0
CHEMBL4550728,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccncc4)cc3s1)C[C@H](C)N[C@@H]2C,1000.0
CHEMBL4518350,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccnc4)cc3s1)C[C@@H](C)N[C@H]2C,300.0
CHEMBL4557284,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccnc4)cc3s1)C[C@H](C)N[C@@H]2C,1000.0
CHEMBL4553310,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)C[C@@H](C)N[C@@H]2C,300.0
CHEMBL4581070,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)C[C@@H](C)N[C@H]2C,300.0
CHEMBL4569778,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)C[C@H](C)N[C@H]2C,1000.0
CHEMBL4566615,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccnc4)ccc3s1)C[C@@H](C)N[C@@H]2C,300.0
CHEMBL4587900,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccnc4)ccc3s1)C[C@@H](C)N[C@H]2C,300.0
CHEMBL4529211,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccnc4)ccc3s1)C[C@H](C)N[C@H]2C,1000.0
CHEMBL4564817,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccnc4)cc3s1)C[C@@H](C)N[C@@H]2C,300.0
CHEMBL4519440,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccnc4)cc3s1)C[C@H](C)N[C@H]2C,300.0
CHEMBL4581748,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN[C@@H]2C,300.0
CHEMBL4522916,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@@H](C)NC2,1000.0
CHEMBL4553948,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(C)O)ccc3s1)CCNC2,300.0
CHEMBL4583312,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)C[C@H](C)N[C@@H]2C,10000.0
CHEMBL4573853,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cccnc4)ccc3s1)C[C@H](C)N[C@@H]2C,1000.0
